"date","cultivar","location","season","cutting_height","replication","tea_buds_cm","leaf_number","avg_inter_node","open_plane","buds_weight_100","sample_label"
"43969","台茶18號","15區","第二水",60,"3",6.7,3,20,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"4",12.5,6,10,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"5",2.4,2,30,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"6",9.1,5,12,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"7",3.7,3,20,1,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"8",10.6,4,15,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"9",13,4,15,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"10",19.3,7,8.57142857142857,0,154.3,"茶菁1"
"43969","台茶18號","15區","第二水",60,"11",15.1,6,10,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"12",15.8,6,10,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"13",9.8,5,12,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"14",11.6,4,15,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"15",22.7,7,8.57142857142857,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"16",10.2,6,10,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"17",6.7,4,15,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"18",17.7,7,8.57142857142857,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"19",7.4,3,20,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"20",10.7,5,12,0,173.7,"茶菁2"
"43969","台茶18號","15區","第二水",60,"21",10.4,6,10,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"22",6.6,4,15,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"23",21.6,8,7.5,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"24",6.4,4,15,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"25",14.2,6,10,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"26",14.7,6,10,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"27",10.9,4,15,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"28",11.4,5,12,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"29",13.2,5,12,0,193.5,"茶菁3"
"43969","台茶18號","15區","第二水",60,"30",15.1,6,10,0,193.5,"茶菁3"
"43976","台茶12號","6區","第三水",57,"1",12.1,6,9.5,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"2",9.3,4,14.25,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"3",9.5,4,14.25,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"4",14.3,7,8.14285714285714,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"5",10,5,11.4,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"6",7.2,3,19,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"7",8.5,6,9.5,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"8",11.1,6,9.5,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"9",4.8,3,19,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"10",5.4,4,14.25,0,72.1,"茶菁1"
"43976","台茶12號","6區","第三水",57,"11",12.2,5,11.4,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"12",6.9,3,19,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"13",10.4,5,11.4,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"14",7.5,3,19,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"15",7.1,4,14.25,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"16",13.7,5,11.4,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"17",9.9,5,11.4,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"18",7.5,4,14.25,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"19",12.1,5,11.4,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"20",2,2,28.5,0,76,"茶菁2"
"43976","台茶12號","6區","第三水",57,"21",7.3,3,19,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"22",4.1,3,19,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"23",8.9,5,11.4,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"24",5.5,3,19,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"25",12.6,4,14.25,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"26",10.2,4,14.25,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"27",6.3,4,14.25,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"28",10.4,5,11.4,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"29",6.5,3,19,0,64.3,"茶菁3"
"43976","台茶12號","6區","第三水",57,"30",8.5,5,11.4,0,64.3,"茶菁3"
"43984","四季春","5區","第三水",59,"1",4.5,4,14.75,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"2",8.3,4,14.75,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"3",14.3,7,8.42857142857143,1,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"4",13.5,5,11.8,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"5",10.7,5,11.8,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"6",10.8,4,14.75,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"7",11.3,5,11.8,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"8",10.8,4,14.75,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"9",12.4,5,11.8,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"10",10.7,5,11.8,0,127.2,"茶菁1"
"43984","四季春","5區","第三水",59,"11",10.6,4,14.75,0,131,"茶菁2"
